# fixture	terminal_marker	case_id	reason
# Typed-terminal (--backend mir) contract for corpus rows dispositioned
# accepted-typed-reject / nonproduction-future-evidence (M10b-I0-R0).
# The VM lane's acceptance of these rows came from retired machinery;
# the sole source-backed route must reject each with the pinned typed
# terminal marker (substring of combined output, nonzero exit required).
# Held rows pending owner decision (stay parity_gate=not-run):
#   selfhost_parse_program2_loop_if_return_local_min  (accepted->typed-freeze)
#   cond_truthiness_value                            (if/else local-write gap)
#   cond_truthiness_null                             (vm/error marker, weak)
apps/tests/phase29bq_selfhost_blocker_parse_string2_return_prelude_call_min.hako	mir/main-import-view/selected-header-missing	selfhost_parse_string2_return_prelude_call_min	selfhost parse_string2 return-prelude Call stmt (generic_loop_v1 recipe-first)
apps/tests/phase29bq_selfhost_blocker_trim_generic_loop_min.hako	mir/callable-main/qualified-preflight	selfhost_trim_generic_loop_min	selfhost trim loop(cond) with AND/OR comparisons
apps/tests/phase29bq_joinir_port04_phi_exit_invariant_min.hako	plan/freeze:contract	joinir_port04_phi_exit_invariant_min	JIR-PORT-04 phi/exit invariant minimal fixture (rc=4)
apps/tests/phase29bq_selfhost_blocker_rewriteknown_trim_loop_cond_and_methodcall_min.hako	mir/main-import-view/selected-header-missing	selfhost_rewriteknown_trim_loop_cond_and_methodcall_min	selfhost RewriteKnown._trim loop(cond) with AND + methodcall
apps/tests/phase29bq_selfhost_blocker_find_matching_brace_return_continue_min.hako	mir/callable-main/qualified-preflight	selfhost_find_matching_brace_return_continue_min	selfhost find_matching_brace nested return-if before continue
apps/tests/phase29bq_selfhost_blocker_scan_methods_program_block_min.hako	mir/callable-semantic-package/issue	selfhost_scan_methods_program_block_min	selfhost _scan_methods loop(cond) with program blocks
apps/tests/phase29bq_selfhost_blocker_scan_methods_loop_block_min.hako	mir/callable-semantic-package/issue	selfhost_scan_methods_loop_block_min	selfhost _scan_methods loop(cond) scan window loop wrapped by block stmt
apps/tests/phase29bq_selfhost_blocker_scan_methods_program_stmt_with_loop_min.hako	mir/callable-semantic-package/issue	selfhost_scan_methods_program_stmt_with_loop_min	selfhost _scan_methods Program stmt with nested loop
apps/tests/phase29bq_selfhost_blocker_scan_methods_program_stmt_with_loop_methodcall_min.hako	mir/callable-semantic-package/issue	selfhost_scan_methods_program_stmt_with_loop_methodcall_min	selfhost _scan_methods Program stmt with nested methodcall loop
apps/tests/phase29bq_loop_cond_break_continue_nested_loop_depth1_min.hako	callable-loop-handoff/nested-loop-profile-not-admitted	loop_cond_break_continue_nested_loop_depth1_min	loop(cond) with nested loop depth1 (simple)
apps/tests/phase29bq_loop_cond_break_continue_empty_then_min.hako	callable-loop/route-not-front-selected	loop_cond_break_continue_empty_then_min	loop(cond) with empty then branch (no-op)
apps/tests/phase29bq_loop_cond_break_continue_scopebox_min.hako	callable-loop/route-not-front-selected	loop_cond_break_continue_scopebox_min	loop(cond) with ScopeBox container in body
apps/tests/phase29bq_selfhost_blocker_scan_methods_nested_loop_depth1_methodcall_min.hako	mir/callable-main/qualified-preflight	selfhost_scan_methods_nested_loop_depth1_methodcall_min	selfhost _scan_methods nested loop depth1 with method call
apps/tests/phase29bq_loop_true_multi_break_parserish_min.hako	mir/callable-main/qualified-preflight	loop_true	parser-ish loop(true) with multi-break (fallback-only)
apps/tests/phase29bq_selfhost_blocker_rewriteknown_try_apply_loop_true_tail_return_min.hako	mir/main-import-view/selected-header-missing	selfhost_rewriteknown_try_apply_loop_true_tail_return_min	selfhost RewriteKnown.try_apply loop(true) tail return
apps/tests/phase29bq_selfhost_blocker_rewriteknown_try_apply_loop_true_else_exit_min.hako	mir/main-import-view/selected-header-missing	selfhost_rewriteknown_try_apply_loop_true_else_exit_min	selfhost RewriteKnown.try_apply loop(true) general-if else exit
apps/tests/phase29bq_selfhost_blocker_rewriteknown_itoa_complex_step_min.hako	mir/callable-semantic-package/issue	selfhost_rewriteknown_itoa_complex_step_min	selfhost RewriteKnown._itoa loop(cond) complex step + if-expr
apps/tests/phase29bq_conditional_update_join_min.hako	callable-semantic-lowering/entry-shape-mismatch	cond_update	conditional update/join baseline
apps/tests/phase29bq_loop_cond_multi_exit_min.hako	callable-loop/route-not-front-selected	loop_cond	loop(cond) with break-only/multi-exit shape (shadow adopt)
apps/tests/phase29bq_loop_cond_continue_only_no_else_min.hako	mir/callable-main/qualified-preflight	loop_cond_continue_only	continue-only loop(cond) with nested if/continue (no else, shadow adopt)
apps/tests/phase29bq_loop_cond_continue_with_return_min.hako	mir/callable-main/qualified-preflight	loop_cond_continue_with_return_min	loop(cond) continue-only with early return (planner-first)
apps/tests/phase29bq_continue_if_group_prelude_min.hako	plan/freeze:contract	loop_cond_continue_only_group_prelude	continue-if with group prelude (nested continue-if, shadow adopt)
apps/tests/phase29bq_loop_cond_continue_if_else_fallthrough_min.hako	mir/callable-main/qualified-preflight	loop_cond_continue_if_else	continue-if with else fallthrough (shadow adopt)
apps/tests/phase29bq_step_then_tail_break_min.hako	callable-loop/route-not-front-selected	step_tail_break	step-before-break order preservation (shadow adopt)
apps/tests/phase29bq_generic_loop_v1_general_if_min.hako	callable-loop/route-not-front-selected	general_if	general-if (local/assign/nested-if) in loop body
apps/tests/phase29bq_generic_loop_v1_nested_if_min.hako	callable-loop/route-not-front-selected	nested_if_min	loop(cond) with nested if (no exit)
apps/tests/phase29bq_generic_loop_v1_recipe_nested_if_min.hako	mir/main-import-view/selected-header-missing	generic_loop_v1_recipe_nested_if_min	generic_loop_v1 recipe acceptance (if + call, no exit)
apps/tests/phase29bq_generic_loop_v1_recipe_nested_if_loop_min.hako	callable-loop-handoff/nested-loop-profile-not-admitted	generic_loop_v1_recipe_nested_if_loop_min	generic_loop_v1 recipe acceptance (then-only if + nested loop)
apps/tests/phase29bq_generic_loop_v1_recipe_nested_if_loop_else_min.hako	callable-loop-handoff/nested-loop-profile-not-admitted	generic_loop_v1_recipe_nested_if_loop_else_min	generic_loop_v1 recipe acceptance (if-else + nested loop)
apps/tests/phase29bq_generic_loop_v1_recipe_then_only_empty_join_min.hako	mir/callable-main/qualified-preflight	generic_loop_v1_recipe_then_only_empty_join_min	generic_loop_v1 recipe acceptance (then-only empty join + nested loop)
apps/tests/phase29bq_generic_loop_v1_recipe_loop_if_loop_callguard_min.hako	callable-loop-handoff/nested-loop-profile-not-admitted	generic_loop_v1_recipe_loop_if_loop_callguard_min	loop->if->loop recipe-first acceptance (LoopCondBreak path)
apps/tests/phase29bq_generic_loop_v1_recipe_loop_if_loop_pure_min.hako	callable-loop-handoff/nested-loop-profile-not-admitted	generic_loop_v1_recipe_loop_if_loop_pure_min	loop->if->loop recipe-first acceptance (pure structure)
apps/tests/loop_continue_only_multidelta_min.hako	callable-loop/route-not-front-selected	loop_continue_only_multidelta_min	multi-continue + multi-delta update (shadow adopt; semantic fixture alias)
apps/tests/phase29bq_parserish_loop_handled_min.hako	callable-loop/route-not-front-selected	parserish_handled	parser-ish handled loop(cond) baseline (shadow adopt)
apps/tests/phase29bq_selfhost_blocker_parse_string2_min.hako	callable-loop/composite/source-target	selfhost_parse_string2_min	selfhost parse_string2 loop(cond) escape+return shape (shadow adopt)
apps/tests/phase29bq_selfhost_blocker_parse_string2_real_min.hako	mir/main-import-view/selected-header-missing	selfhost_parse_string2_real_min	selfhost parse_string2 real-shape (return-in-branch) minimal (shadow adopt)
apps/tests/phase29bq_selfhost_blocker_parse_block_min.hako	mir/callable-semantic-package/issue	selfhost_parse_block_min	selfhost parse_block real-shape minimal (shadow adopt)
apps/tests/phase29bq_selfhost_blocker_localssa_block_insts_end_min.hako	callable-loop/route-not-front-selected	selfhost_localssa_block_insts_end_min	selfhost LocalSSA._block_insts_end minimal (break+return + nested else-if, shadow adopt)
apps/tests/phase29bq_selfhost_blocker_parse_try_program_block_min.hako	callable-loop/route-not-front-selected	selfhost_parse_try_program_block_min	selfhost parse_try loop(true) with Program stmt (general-if body, shadow adopt)
apps/tests/phase29bq_selfhost_blocker_parse_block_v2_min.hako	mir/main-import-view/selected-header-missing	selfhost_parse_block_v2_min	selfhost parse_block v2 minimal (shadow adopt)
apps/tests/phase29bq_selfhost_blocker_parse_loop_min.hako	mir/main-import-view/selected-header-missing	selfhost_parse_loop_min	selfhost parse_loop minimal (no-loop plan tag)
apps/tests/phase29bq_continue_target_header_min.hako	callable-loop/route-not-front-selected	continue_target_header	continue_target=header minimal (shadow adopt)
apps/tests/phase29bq_selfhost_blocker_scan_with_quote_min.hako	callable-loop/route-not-front-selected	selfhost_scan_with_quote_min	selfhost scan_with_quote minimal loop(cond) shape (shadow adopt)
apps/tests/phase29bq_selfhost_blocker_scan_with_quote_loop_min.hako	callable-loop/route-not-front-selected	selfhost_scan_with_quote_loop_min	selfhost scan_with_quote loop shape (shadow adopt)
